,names,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
539,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
544,"loantype,LoanAmount,EMI,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
549,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
566,"LoanAmount,DocumentCharge,EMI,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.43,0.57,0.97
569,"LoanAmount,DocumentCharge,EMI,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
583,"InterestRate,InsuranceRate,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
587,"DocumentCharge,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
606,InsuranceRate/3.csv,0.97,0.0,0.0,0.03,0.65,0.35,0.97
608,InsuranceRate/4.csv,0.97,0.0,0.0,0.03,0.53,0.47,0.97
640,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
643,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
645,"DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
652,"LoanAmount,EMI,InterestRate,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
654,"LoanAmount,EMI,InterestRate,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.34,0.66,0.97
663,"loantype,DocumentCharge,EMI,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
665,"loantype,DocumentCharge,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
666,"loantype,DocumentCharge,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
671,"loantype,DocumentCharge,InterestRate,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
674,"loantype,DocumentCharge,InterestRate,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.49,0.51,0.97
681,"loantype,DocumentCharge,EMI,InsuranceAmount,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
701,"DocumentCharge,EMI,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
702,"DocumentCharge,EMI,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
704,"DocumentCharge,EMI,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
706,"LoanAmount,InterestRate/2.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
718,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
720,"loantype,DocumentCharge,EMI/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
724,"loantype,DocumentCharge,EMI/5.csv",0.97,0.0,0.0,0.03,0.33,0.67,0.97
735,"EMI,InterestRate/3.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
736,"EMI,InterestRate/2.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
737,"EMI,InterestRate/4.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
738,"EMI,InterestRate/1.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
766,"LoanAmount,InsuranceRate,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
773,"loantype,DocumentCharge/1.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
779,"EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",0.97,0.01,0.0,0.03,0.43,0.57,0.97
785,"InsuranceRate,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
801,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
803,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
815,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
825,"DocumentCharge,EMI,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
850,"LoanAmount,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
855,"LoanAmount,DocumentCharge,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
866,"loantype,EMI,InterestRate,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
875,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
877,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
893,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,RentAmount/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
913,"LoanAmount,EMI,InsuranceAmount,RentAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
922,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
940,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
943,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
951,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
953,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
957,"loantype,EMI,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
968,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/5.csv",0.97,0.01,0.0,0.03,0.43,0.57,0.97
976,"DocumentCharge,RentAmount,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.64,0.36,0.97
980,"LoanAmount,DocumentCharge,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
984,"LoanAmount,EMI,ResidenceType,RentAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
989,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate/3.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
991,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
1038,"DocumentCharge,EMI,InterestRate,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
1039,"InterestRate,InsuranceRate,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
1047,"LoanAmount,EMI,InsuranceRate,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
1054,"LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1062,"loantype,DocumentCharge,InsuranceAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
1086,DocumentCharge/4.csv,0.97,0.0,0.0,0.03,0.64,0.36,0.97
1102,"LoanAmount,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1108,"DocumentCharge,InterestRate,ResidenceType/5.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
1116,"InterestRate,InsuranceAmount,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1119,"DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
1120,"DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1122,"DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
1129,"InsuranceRate,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
1148,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount,RentAmount/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
1152,"LoanAmount,DocumentCharge,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1160,InterestRate/2.csv,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1161,InterestRate/4.csv,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1163,InterestRate/5.csv,0.97,0.0,0.0,0.03,0.47,0.53,0.97
1190,"DocumentCharge,EMI,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
1191,"DocumentCharge,EMI,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
1193,"DocumentCharge,EMI,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
1213,"LoanAmount,DocumentCharge,EMI,InterestRate,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
1237,"EMI,InterestRate,ResidenceType,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1239,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
1240,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
1242,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
1258,"loantype,DocumentCharge,EMI,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
1260,"loantype,DocumentCharge,EMI,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
1268,"LoanAmount,DocumentCharge,EMI,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1269,"LoanAmount,DocumentCharge,EMI,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1273,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1283,"loantype,LoanAmount,RentAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1296,"InterestRate,InsuranceRate,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
1329,"loantype,LoanAmount,EMI,InsuranceAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.54,0.46,0.97
1330,"loantype,LoanAmount,EMI,InsuranceAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
1333,"loantype,EMI,InsuranceAmount,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1335,"loantype,EMI,InsuranceAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
1342,"loantype,DocumentCharge,EMI,InterestRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1344,"loantype,DocumentCharge,EMI,InterestRate,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1379,LoanAmount/1.csv,0.97,0.0,0.0,0.03,0.52,0.48,0.97
1381,"loantype,DocumentCharge,EMI,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
1382,"loantype,DocumentCharge,EMI,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
1384,"loantype,DocumentCharge,EMI,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
1397,"DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1402,"loantype,LoanAmount,EMI,RentAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1403,"loantype,LoanAmount,EMI,RentAmount,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
1406,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
1410,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
1426,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
1429,"loantype,LoanAmount,EMI,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
1433,"loantype,InterestRate,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1438,"EMI,InterestRate,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
1439,"EMI,InterestRate,InsuranceRate/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
1440,"EMI,InterestRate,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
1459,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
1461,"LoanAmount,DocumentCharge,EMI,ResidenceType,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.43,0.57,0.97
1466,"DocumentCharge,EMI,InterestRate,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1467,"DocumentCharge,EMI,InterestRate,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
1468,"DocumentCharge,EMI,InterestRate,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
1470,"DocumentCharge,EMI,InterestRate,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
1479,"LoanAmount,DocumentCharge,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1485,"LoanAmount,EMI,InterestRate/2.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1488,"LoanAmount,EMI,InterestRate/5.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
1497,"EMI,InterestRate,InsuranceRate,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
1498,"EMI,InterestRate,InsuranceRate,RentAmount/5.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
1501,"loantype,DocumentCharge,InterestRate,InsuranceAmount,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1502,"loantype,DocumentCharge,InterestRate,InsuranceAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
1505,"loantype,DocumentCharge,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
1509,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
1510,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
1515,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1518,"loantype,LoanAmount,EMI,InterestRate,InsuranceAmount/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
1520,"DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1522,"DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1529,"EMI,InterestRate,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
1531,"EMI,InterestRate,ResidenceType/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
1532,"EMI,InterestRate,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1549,loantype/1.csv,0.97,0.0,0.0,0.03,0.51,0.49,0.97
1551,"loantype,InterestRate/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1552,"loantype,InterestRate/4.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
1553,"loantype,InterestRate/1.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1575,"DocumentCharge,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1576,"DocumentCharge,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
1582,"EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
1606,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
1608,"loantype,DocumentCharge,EMI,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
1609,"loantype,DocumentCharge,EMI,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
1612,"loantype,DocumentCharge,EMI,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
1631,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
1633,"loantype,LoanAmount,InterestRate,ResidenceType,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
1638,"DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1646,"DocumentCharge,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1672,"EMI,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
1698,"DocumentCharge,EMI,InterestRate,ResidenceType,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1712,"loantype,EMI,InsuranceAmount,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
1722,"loantype,LoanAmount,InterestRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1736,"EMI,InsuranceRate,RentAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
1740,"EMI,InsuranceRate,RentAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.43,0.57,0.97
1744,"loantype,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
1749,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
1759,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
1762,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
1764,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
1765,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.49,0.51,0.97
1787,"DocumentCharge,InterestRate,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
1788,"DocumentCharge,InterestRate,InsuranceAmount/1.csv",0.97,0.0,0.0,0.03,0.55,0.45,0.97
1804,"LoanAmount,DocumentCharge,EMI,InsuranceRate,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
1808,"EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
1811,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1822,"loantype,EMI,InterestRate,InsuranceAmount,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1825,"loantype,LoanAmount,DocumentCharge,RentAmount,NoOfDependents/3.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
1836,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
1844,"LoanAmount,EMI,RentAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
1845,"LoanAmount,EMI,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.44,0.56,0.97
1848,"LoanAmount,EMI,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1858,"LoanAmount,EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1861,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1866,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1871,"loantype,EMI,InterestRate,InsuranceAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
1872,"loantype,EMI,InterestRate,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1873,"loantype,EMI,InterestRate,InsuranceAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
1880,"InterestRate,InsuranceAmount/3.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1882,"InterestRate,InsuranceAmount/4.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1888,"LoanAmount,ResidenceType,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1891,"LoanAmount,InterestRate,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
1930,"DocumentCharge,EMI,InterestRate,RentAmount/3.csv",0.97,0.0,0.0,0.03,0.51,0.49,0.97
1951,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.57,0.43,0.97
1967,"LoanAmount,EMI,InsuranceRate,ResidenceType,NoOfDependents/4.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
1980,"loantype,LoanAmount,EMI,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
1981,"loantype,LoanAmount,EMI,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
1983,"loantype,LoanAmount,EMI,InsuranceRate/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2000,"DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType/3.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2003,"DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2011,"loantype,DocumentCharge,EMI,InterestRate,NoOfDependents/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2016,"LoanAmount,EMI,InterestRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2019,"LoanAmount,EMI,InterestRate,RentAmount/5.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
2036,"loantype,LoanAmount,EMI/2.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
2037,"loantype,LoanAmount,EMI/4.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2039,"loantype,LoanAmount,EMI/5.csv",0.97,0.0,0.0,0.03,0.4,0.6,0.97
2053,"LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
2059,"LoanAmount,EMI,InsuranceAmount,NoOfDependents/5.csv",0.97,0.0,0.0,0.03,0.37,0.63,0.97
2060,"EMI,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.65,0.35,0.97
2064,"EMI,InsuranceRate/5.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2066,"loantype,LoanAmount,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
2078,"loantype,DocumentCharge,InterestRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.5,0.5,0.97
2081,"LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2083,"LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
2088,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.48,0.52,0.97
2115,"DocumentCharge,InterestRate,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.53,0.47,0.97
2116,"DocumentCharge,InterestRate,InsuranceRate/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
2117,"DocumentCharge,InterestRate,InsuranceRate/4.csv",0.97,0.0,0.0,0.03,0.41,0.59,0.97
2123,"loantype,DocumentCharge,EMI,InterestRate,InsuranceAmount,NoOfDependents/1.csv",0.97,0.0,0.0,0.03,0.58,0.42,0.97
2140,"loantype,EMI,InsuranceRate/3.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2143,"loantype,EMI,InsuranceRate/1.csv",0.97,0.0,0.0,0.03,0.45,0.55,0.97
2147,"InterestRate,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.52,0.48,0.97
2176,"LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount/2.csv",0.97,0.0,0.0,0.03,0.56,0.44,0.97
2177,"LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount/4.csv",0.97,0.0,0.0,0.03,0.42,0.58,0.97
2178,"LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2198,"EMI,InsuranceAmount,ResidenceType,RentAmount/1.csv",0.97,0.0,0.0,0.03,0.47,0.53,0.97
2202,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",0.97,0.0,0.0,0.03,0.46,0.54,0.97
