Name,Designation,DOB,URL,Constituency,Remarks
Gianchand,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=828&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Sindh', 'Party:': ""Pakistan People's Party Parliamentarian (PPP-P)"", 'Seat Description:': 'General', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0333-3283324', 'E-mail:': 'gianchandppp@yahoo.com', 'Local Address:': '403-C, Parliament Lodges, Islamabad.', 'Permanent Address:': 'Village Vehar Taluka Diplo Tharparker.'}"
Ghous Muhammad Khan Niazi,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=856&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Punjab', 'Party:': 'Pakistan Muslim League Nawaz (PML-N)', 'Seat Description:': 'General', 'Gender:': 'Male', 'Marital Status:': '', 'Home Number:': '0483-224686', 'Mobile Number:': '0300, 0321-6070722', 'Fax Number:': '0454-720655', 'E-mail:': 'drghousniazi@gmail.com', 'Local Address:': 'G-309, Parliament Lodges, Islamabad.', 'Permanent Address:': '7-A Civil Line Joharabad, Khushab.'}"
Fida Muhammad,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=913&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Khyber Pakhtunkhwa', 'Party:': 'Pakistan Tehreek-e-Insaf (PTI)', 'Seat Description:': 'General', 'Mobile Number:': '0336-9991113', 'Local Address:': 'J-208, Parliament Lodges, Islamabad', 'Permanent Address:': 'House No.1-A D-5, Peshawar-I, Hayatabad.'}"
Farooq Hamid Naek,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=824&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Sindh', 'Party:': ""Pakistan People's Party Parliamentarian (PPP-P)"", 'Seat Description:': 'Technocrats Including Ulema', 'Gender:': 'Male', 'Marital Status:': '', 'Office Number:': '021-35687931-2', 'Mobile Number:': '0302-5555560', 'Fax Number:': '021-35687979', 'E-mail:': 'farooq.h.naek@senate.gov.pk', 'Local Address:': 'E-309, Parliament Lodges, Islamabad.', 'Permanent Address:': 'Naek & Associates, Suit No.5, Block-A, 3rd Floor, Shafiq Plaza, Sarwar Shaheed Road, Karachi.'}"
Faisal Javed,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=909&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Khyber Pakhtunkhwa', 'Party:': 'Pakistan Tehreek-e-Insaf (PTI)', 'Seat Description:': 'General', 'Gender:': 'Male', 'Local Address:': 'Room No.24, 2nd Floor Senate Committee Offices, Old USAID Building, Islamabad', 'Permanent Address:': 'Dhak Khana Zaida Dist. Swabi.'}"
Engr. Rukhsana Zuberi,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=894&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Sindh', 'Party:': ""Pakistan People's Party Parliamentarian (PPP-P)"", 'Seat Description:': 'Technocrats Including Ulema', 'Gender:': 'Female', 'Marital Status:': '', 'Mobile Number:': '0333-2285058', 'Local Address:': 'E-307, Parliament Lodges, Islamabad', 'Permanent Address:': 'C-2/1, Mayuan Arcade,Gulshan-e-Iqbal, Block 16, Karachi'}"
Dr. Sikandar Mandhro,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=893&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Sindh', 'Party:': ""Pakistan People's Party Parliamentarian (PPP-P)"", 'Seat Description:': 'Technocrats Including Ulema', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0344-2029616/0300-9291438', 'Local Address:': 'F-310, Parliament Lodges, Islamabad', 'Permanent Address:': '302-Bon Vista Apartment, Clifton-II, Karachi'}"
Dr. Shahzad Waseem,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=940&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Punjab', 'Party:': 'Pakistan Tehreek-e-Insaf (PTI)', 'Seat Description:': 'General', 'In Vice of:': 'Ch. Mohammad Sarwar', 'Local Address:': 'R/o Kanyat Roshan Khan, Dakkhana Kanyat Khalil, Tehsil Gujjar Khan, Rawalpindi.'}"
Dr. Muhammad Farogh Naseem,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=900&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Sindh', 'Party:': 'Mutahidda  Qaumi Movement (MQM)', 'Seat Description:': 'General', 'Current Posts': 'Federal Minister', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0333-2246162', 'Local Address:': 'F-409, Parliament Lodges, Islamabad', 'Permanent Address:': '46-E/4, Block- 6, PECHS, Shahrah-e-Faisal, Karachi.'}"
Dr. Jehanzeb Jamaldini,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=846&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Balochistan', 'Party:': 'Balochistan National Party (BNP-M)', 'Seat Description:': 'General', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0345-8372772, 0333-7807686', 'Local Address:': 'F-405, Parliament Lodges, Islamabad.', 'Permanent Address:': '44-Gulshan-e-Habib, Faizabad, Sariab Road, Quetta.'}"
Dr. Asif Kirmani,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=931&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Punjab', 'Party:': 'Independent (IND)', 'Seat Description:': 'General', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0303-4444945', 'Local Address:': 'F-211, Parliament Lodges, Islamabad', 'Permanent Address:': '15-A, Shadman-II, Jail Road, Lahore.'}"
Dr. Ashok Kumar,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=845&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Balochistan', 'Party:': 'National Party (NP)', 'Seat Description:': 'Non Muslim', 'Gender:': 'Male', 'Marital Status:': '', 'Home Number:': '0853-302889, 303368', 'Mobile Number:': '0333-3533888', 'Local Address:': 'E-211, Parliament Lodges, Islamabad.'}"
Dr. Asad Ashraf,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=937&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Punjab', 'Party:': 'Independent (IND)', 'Seat Description:': 'General', 'In Vice of:': 'Nehal Hashmi', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0300-4314901, 0333- 4277687', 'Local Address:': 'G-405, Parliament Lodges, Islamabad'}"
Dilawar Khan,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=907&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Khyber Pakhtunkhwa', 'Party:': 'Independent (IND)', 'Seat Description:': 'Technocrats Including Ulema', 'Gender:': 'Male', 'Marital Status:': '', 'Home Number:': '0937-561792-99', 'Mobile Number:': '0300-5700316', 'Local Address:': 'J-12, Parliament Lodges, Islamabad', 'Permanent Address:': 'Khan Qela Par Hoti Mardan'}"
Chaudhary Tanvir Khan,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=860&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Punjab', 'Party:': 'Pakistan Muslim League Nawaz (PML-N)', 'Seat Description:': 'General', 'Office Number:': '051-5501502', 'Mobile Number:': '0300-8061614, 0300-8540714', 'E-mail:': 'chaudharytanvir786@gmail.com', 'Local Address:': 'Danyal House, Chaudhary Wallayat Colony, Scheme-III, Chaklala, Rawalpindi.', 'Permanent Address:': 'Danyal House, Chaudhary Wallayat Colony, Scheme-III, Chaklala, Rawalpindi.'}"
Brig. (R) John Kenneth Williams,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=864&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Khyber Pakhtunkhwa', 'Party:': 'Pakistan Tehreek-e-Insaf (PTI)', 'Seat Description:': 'Non Muslim', 'Gender:': 'Male', 'Marital Status:': '', 'Office Number:': '091-5200099', 'Mobile Number:': '0321-9091339', 'Local Address:': 'H-03, Parliament Lodges, Islamabad.', 'Permanent Address:': ""H.No.6, Army Officer's Housing Colony, Warsak Road, Peshawar Cantt.""}"
Bahramand Khan Tangi,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=912&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Khyber Pakhtunkhwa', 'Party:': ""Pakistan People's Party Parliamentarian (PPP-P)"", 'Seat Description:': 'General', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0300-5821242', 'Local Address:': 'C-410, Parliament Lodges, Islamabad', 'Permanent Address:': 'H. No.74/B, Main Abdora Road University Town Peshawar'}"
Ayesha Raza Farooq,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=859&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Punjab', 'Party:': 'Pakistan Muslim League Nawaz (PML-N)', 'Seat Description:': 'Women', 'Gender:': 'Female', 'Marital Status:': 'Married', 'Office Number:': '051-9223976, 051-9022676, 042-35717767-8', 'Fax Number:': '051-9223975', 'E-mail:': 'ayesha.r.farooq@gmail.com', 'Local Address:': '1. Office of the Chairperson, Senate Committee on Delegated Legislation, Room No.15, Senate Standing Committees Building, Ataturk Avenue, Islamabad. 2. 104-F, Parliament Lodges, Islamabad.', 'Permanent Address:': '69-J, Model Town, Lahore.'}"
Aurangzeb Khan,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=837&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'FATA', 'Party:': 'Independent (IND)', 'Seat Description:': 'General', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0300-6879005', 'Local Address:': 'A-05, Parliament Lodges, Islamabad.', 'Permanent Address:': 'Orakzai Green Tower, Peshawar.'}"
Atta Ur Rehman,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=871&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Khyber Pakhtunkhwa', 'Party:': 'Jamiatul-Ulema-e-Islam (F)  (JUI-F)', 'Seat Description:': 'General', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0312-9592696', 'Local Address:': 'J-506, Parliament Lodges, Islamabad.', 'Permanent Address:': 'Abdul-Khalil Paharpur Dara Ismail Khan'}"
Anwar ul Haq Kakar,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=921&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Balochistan', 'Party:': 'Independent (IND)', 'Seat Description:': 'General', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0322-8114114', 'Local Address:': 'Apartment No.5, Block –A, Minister’s Enlave, F-5/2, Islamabad', 'Permanent Address:': 'House No.4-22/22, Liaquat Bazar, Quetta.'}"
Anwar Lal Dean,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=892&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Sindh', 'Party:': ""Pakistan People's Party Parliamentarian (PPP-P)"", 'Seat Description:': 'Non Muslim', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0300 & 0335-2624884', 'Local Address:': 'A-003, Parliament Lodges, Islamabad.', 'Permanent Address:': '501, 5th Floor, Al-Burhan Apartment, Saddar, Karachi'}"
Ahmed Khan,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=920&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Balochistan', 'Party:': 'Independent (IND)', 'Seat Description:': 'General', 'Gender:': 'Male', 'Marital Status:': '', 'Mobile Number:': '0314-3333333', 'Local Address:': '(i) J-11, Parliament Lodges, Islamabad (ii) H.No.940, Street No.54, National Police Foundation, E-11/4, Islamabad', 'Permanent Address:': 'H.No.940, Street No.54, National Police Foundation, E-11/4, Islamabad'}"
Agha Shahzaib Durrani,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=882&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2015 to March 2021', 'Province:': 'Balochistan', 'Party:': 'Pakistan Muslim League Nawaz (PML-N)', 'Seat Description:': 'Technocrats Including Ulema', 'Current Posts': 'Senator', 'In Vice of:': 'Agha Shahbaz Khan Durrani', 'Gender:': 'Male', 'Marital Status:': '', 'Permanent Address:': 'R/O Durrani House Hospital Road, Nizamabad, Khuzdar.'}"
Abida Muhammad Azeem,Member of Senate,,http://www.senate.gov.pk/en/profile.php?uid=915&catid=261&subcatid=2&cattitle=Members%20of%20Senate,,"{'Tenure:': 'March 2018 to March 2024', 'Province:': 'Balochistan', 'Party:': 'Independent (IND)', 'Seat Description:': 'Women', 'Gender:': 'Female', 'Marital Status:': '', 'Mobile Number:': '0331-8320584/0336-3471468', 'Local Address:': 'H-410, Parliament Lodges, Islamabad', 'Permanent Address:': 'Dotani Furniture Macongy Road Quetta'}"
Gen Zubair Mahmood Hayat,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Four Star Active Officer', 'Tenure': '29 November 2019'}"
Gen Qamar Javed Bajwa,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Four Star Active Officer', 'Tenure': '29 November 2019'}"
Lt Gen Omar Mahmood Hayat,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '8 April 2019'}"
Lt Gen Malik Zafar Iqbal,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '8 April 2019'}"
Lt Gen Javed Mehmood Bukhari ,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '8 April 2019'}"
Lt Gen Anwar Ali Hyder,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '8 April 2019'}"
Lt Gen Shahid Baig Mirza,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '8 April 2019'}"
Lt Gen Asim Saleem Bajwa,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '23 September 2019'}"
Lt Gen Sadiq Ali,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '23 September 2019'}"
Lt Gen Aamer Riaz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '23 September 2019'}"
Lt Gen Sarfraz Sattar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '30 September 2020'}"
Lt Gen Nadeem Raza,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '10 December 2020'}"
Lt Gen Humayun Aziz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '10 December 2020'}"
Lt Gen Muhammad Naeem Ashraf,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '10 December 2020'}"
Lt Gen Muhammad Afzal,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '10 December 2020'}"
Lt Gen Sher Afgun,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '10 December 2020'}"
Lt Gen Qazi Muhammad Ikram Ahmad,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '10 December 2020'}"
Lt Gen Bilal Akbar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '10 December 2020'}"
Lt Gen Azhar Saleh Abbasi,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '1 April 2021'}"
Lt Gen Majid Ehsan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '18 October 2021'}"
Lt Gen Aamir Abbasi,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '18 October 2021'}"
Lt Gen Abdullah Dogar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '18 October 2021'}"
Lt Gen Hamood Uz Zaman Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '18 October 2021.'}"
Lt Gen Moazzam Ejaz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '18 July 2022'}"
Lt Gen Muhammad Abdul Aziz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '28 Sep 2022'}"
Lt Gen Syed Asim Munir Ahmed Shah,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '28 Sep 2022'}"
Lt Gen Nadeem Zaki Manj,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '28 Sep 2022'}"
Lt Gen Shaheen Mazhar Mehmood,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '28 Sep 2022'}"
Lt Gen Syed Muhammad Adnan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '28 Sep 2022'}"
Lt Gen Muhammad Waseem Ashraf,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,"{'Current Posts': 'Three Star Active Officer', 'Tenure': '28 Sep 2022'}"
Maj Gen Rehan Abdul Baqi,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Khalid Mehmood,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Nasir Dilawar Shah,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Umar Farooq Burki,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Akhtar Jamil Rao,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Musarrat Nawaz Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Naseer Ali Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Irshad,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Shafiq,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Samrez Salik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Faheem Ul Aziz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Muazzam Ali,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Anjum Enayat,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Qaiser Anees Khurram,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Ajmal Iqbal,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Farhat Abbas Sani,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Mushtaq Ahmad Faisal,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Tayyab Azam,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Iftikhar Aamir,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Raja Aftab Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Anwar Ul Haq Chaudhry,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Syed Shafqat Asghar,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Muhammad Humayun Saleem,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Amer Aslam Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Abid Ejaz Kahloon,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Abid Mumtaz,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Shahzad Naeem Qureshi,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Jamil Masud,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Shahzad Malik,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Shahzad Naeem Khan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Syed Hasnat Amir Gilani,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Ali Farhan,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
Maj Gen Syed Qaiser Abbas Shah,Officer Pakistan Armed Forces,NA,https://en.wikipedia.org/wiki/List_of_serving_Generals_of_the_Pakistan_Army,NA,{'Current Posts': 'Two Star Active Officer'}
