,names,size,TN,FN,TP,FP,proportion_of_0,proportion_of_1,Accuracy
3849,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",7994,0.58,0.4,0.01,0.02,0.47,0.53,0.59
3967,"loantype,DocumentCharge,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",13704,0.58,0.4,0.01,0.02,0.53,0.47,0.59
4513,"DocumentCharge,InsuranceRate,InsuranceAmount/2.csv",16098,0.58,0.4,0.01,0.02,0.55,0.45,0.59
4514,"DocumentCharge,InsuranceRate,InsuranceAmount/4.csv",5173,0.58,0.4,0.01,0.02,0.42,0.58,0.59
4576,"loantype,DocumentCharge,InterestRate,InsuranceRate,RentAmount,NoOfDependents/5.csv",9735,0.58,0.4,0.01,0.02,0.49,0.51,0.59
4902,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,NoOfDependents/2.csv",15734,0.58,0.39,0.01,0.02,0.56,0.44,0.59
4937,"DocumentCharge,InterestRate,InsuranceRate,NoOfDependents/2.csv",13984,0.58,0.4,0.01,0.02,0.56,0.44,0.59
152,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount,NoOfDependents/2.csv",14873,0.57,0.4,0.01,0.02,0.57,0.43,0.58
1797,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/4.csv",3465,0.57,0.41,0.01,0.02,0.41,0.59,0.58
2428,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",8178,0.57,0.41,0.01,0.02,0.47,0.53,0.58
2474,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",13921,0.57,0.4,0.01,0.02,0.57,0.43,0.58
2549,"loantype,LoanAmount,DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",16141,0.57,0.4,0.01,0.02,0.57,0.43,0.58
3023,"DocumentCharge,EMI,InterestRate,InsuranceRate,RentAmount,NoOfDependents/2.csv",12405,0.57,0.41,0.01,0.02,0.54,0.46,0.58
4967,"LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount,NoOfDependents/2.csv",13040,0.57,0.4,0.01,0.02,0.55,0.45,0.58
295,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/2.csv",10728,0.55,0.42,0.01,0.02,0.54,0.46,0.56
211,"LoanAmount,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/2.csv",14380,0.54,0.44,0.01,0.02,0.53,0.47,0.55
1801,"LoanAmount,DocumentCharge,EMI,InsuranceRate,NoOfDependents/2.csv",14673,0.54,0.44,0.01,0.02,0.55,0.45,0.55
1936,"LoanAmount,DocumentCharge,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",14380,0.54,0.44,0.01,0.02,0.53,0.47,0.55
1971,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/2.csv",14380,0.54,0.44,0.01,0.02,0.53,0.47,0.55
1987,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,NoOfDependents/4.csv",7994,0.54,0.44,0.01,0.02,0.47,0.53,0.55
2070,"DocumentCharge,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/3.csv",7947,0.54,0.44,0.01,0.02,0.56,0.44,0.55
2533,"DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/3.csv",7947,0.54,0.44,0.01,0.02,0.56,0.44,0.55
3498,"loantype,InterestRate,InsuranceRate,RentAmount,NoOfDependents/5.csv",9744,0.54,0.44,0.01,0.02,0.49,0.51,0.55
3559,"InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",14380,0.54,0.44,0.01,0.02,0.53,0.47,0.55
3663,"loantype,LoanAmount,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",13704,0.54,0.44,0.01,0.02,0.53,0.47,0.55
4094,"LoanAmount,InterestRate,InsuranceRate,ResidenceType,RentAmount,NoOfDependents/2.csv",14380,0.54,0.44,0.01,0.02,0.53,0.47,0.55
4586,"loantype,InterestRate,InsuranceRate,NoOfDependents/5.csv",9744,0.54,0.44,0.01,0.02,0.49,0.51,0.55
4938,"DocumentCharge,InterestRate,InsuranceRate,NoOfDependents/4.csv",3483,0.54,0.44,0.01,0.02,0.41,0.59,0.55
4976,"DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/3.csv",7947,0.54,0.44,0.01,0.02,0.56,0.44,0.55
5007,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/2.csv",13704,0.54,0.44,0.01,0.02,0.53,0.47,0.55
5029,"loantype,InsuranceAmount,ResidenceType/5.csv",584,0.54,0.43,0.01,0.02,0.47,0.53,0.55
503,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,RentAmount,NoOfDependents/2.csv",15251,0.53,0.45,0.01,0.02,0.57,0.43,0.54
821,"LoanAmount,DocumentCharge,InsuranceRate,RentAmount,NoOfDependents/4.csv",6745,0.53,0.45,0.01,0.02,0.45,0.55,0.54
3064,"DocumentCharge,InterestRate,InsuranceRate,RentAmount,NoOfDependents/4.csv",3465,0.53,0.45,0.01,0.02,0.41,0.59,0.54
3544,"LoanAmount,DocumentCharge,EMI,InsuranceRate,RentAmount,NoOfDependents/2.csv",14673,0.53,0.45,0.01,0.02,0.55,0.45,0.54
1302,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount,NoOfDependents/2.csv",15395,0.48,0.5,0.01,0.01,0.52,0.48,0.49
32,"loantype,InsuranceRate,InsuranceAmount,ResidenceType,NoOfDependents/4.csv",10252,0.46,0.51,0.01,0.01,0.53,0.47,0.47
157,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/2.csv",15070,0.45,0.52,0.01,0.01,0.57,0.43,0.47
56,"LoanAmount,DocumentCharge,InsuranceRate,ResidenceType,NoOfDependents/2.csv",16080,0.44,0.53,0.01,0.01,0.52,0.48,0.45
1165,"loantype,LoanAmount,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/2.csv",15395,0.44,0.53,0.01,0.01,0.52,0.48,0.45
2852,"DocumentCharge,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",11939,0.44,0.54,0.01,0.01,0.58,0.42,0.45
4807,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",15027,0.44,0.54,0.01,0.01,0.57,0.43,0.45
64,"DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/3.csv",11874,0.43,0.55,0.01,0.01,0.58,0.42,0.44
118,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",6907,0.43,0.54,0.01,0.01,0.46,0.54,0.45
262,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/4.csv",8561,0.43,0.54,0.01,0.01,0.55,0.45,0.45
479,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,NoOfDependents/4.csv",6774,0.43,0.54,0.01,0.01,0.45,0.55,0.45
716,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/2.csv",13940,0.43,0.54,0.01,0.01,0.56,0.44,0.45
746,"loantype,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",13704,0.43,0.54,0.01,0.01,0.53,0.47,0.45
1815,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/3.csv",5363,0.43,0.54,0.01,0.01,0.52,0.48,0.45
1816,"DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/2.csv",15199,0.43,0.54,0.01,0.01,0.56,0.44,0.45
2199,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType/3.csv",7947,0.43,0.54,0.01,0.01,0.56,0.44,0.45
2469,"loantype,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/2.csv",13336,0.43,0.54,0.01,0.01,0.56,0.44,0.44
2482,"loantype,EMI,InsuranceRate,InsuranceAmount/5.csv",14681,0.43,0.54,0.01,0.01,0.55,0.45,0.45
3148,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",13704,0.43,0.54,0.01,0.01,0.53,0.47,0.45
3638,"loantype,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/2.csv",14765,0.43,0.54,0.01,0.01,0.57,0.43,0.45
3716,"EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",6031,0.43,0.54,0.01,0.01,0.47,0.53,0.45
4072,"loantype,EMI,InsuranceRate,InsuranceAmount,RentAmount/5.csv",14681,0.43,0.54,0.01,0.01,0.55,0.45,0.44
4264,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/4.csv",8561,0.43,0.54,0.01,0.01,0.55,0.45,0.45
4322,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/3.csv",4845,0.43,0.54,0.01,0.01,0.51,0.49,0.45
4393,"loantype,LoanAmount,InterestRate,InsuranceRate,InsuranceAmount/2.csv",15372,0.43,0.54,0.01,0.01,0.56,0.44,0.45
4608,"loantype,InterestRate,InsuranceRate,InsuranceAmount/2.csv",17599,0.43,0.54,0.01,0.01,0.55,0.45,0.45
4683,"loantype,LoanAmount,EMI,InsuranceRate,ResidenceType/4.csv",8561,0.43,0.54,0.01,0.01,0.55,0.45,0.45
4705,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,NoOfDependents/5.csv",7629,0.43,0.54,0.01,0.01,0.47,0.53,0.45
627,"LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",6774,0.42,0.55,0.01,0.01,0.45,0.55,0.44
1003,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",6907,0.42,0.55,0.01,0.01,0.46,0.54,0.44
1524,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/3.csv",4845,0.42,0.55,0.01,0.01,0.51,0.49,0.44
1748,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/4.csv",5368,0.42,0.55,0.01,0.01,0.42,0.58,0.44
1760,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/5.csv",7920,0.42,0.55,0.01,0.01,0.47,0.53,0.44
3021,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount/5.csv",6174,0.42,0.55,0.01,0.01,0.44,0.56,0.44
3196,"InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",2893,0.42,0.55,0.01,0.01,0.45,0.55,0.44
3993,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/5.csv",7629,0.42,0.55,0.01,0.01,0.47,0.53,0.44
1372,"loantype,InsuranceAmount,RentAmount/2.csv",14368,0.38,0.6,0.01,0.01,0.56,0.44,0.39
1589,"DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount/2.csv",7468,0.38,0.59,0.01,0.01,0.52,0.48,0.4
1896,"loantype,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",8383,0.38,0.59,0.01,0.01,0.5,0.5,0.4
2415,"InsuranceRate,InsuranceAmount,RentAmount/2.csv",7934,0.38,0.6,0.01,0.01,0.51,0.49,0.39
2416,"InsuranceRate,InsuranceAmount,RentAmount/4.csv",10976,0.38,0.6,0.01,0.01,0.54,0.46,0.39
3790,"LoanAmount,EMI,InsuranceAmount,RentAmount/1.csv",24496,0.38,0.6,0.01,0.01,0.53,0.47,0.39
3,"LoanAmount,EMI,InsuranceRate,InsuranceAmount/1.csv",9845,0.97,0.0,0.0,0.03,0.47,0.53,0.97
4,"LoanAmount,EMI,InsuranceRate,InsuranceAmount/5.csv",5652,0.97,0.0,0.0,0.03,0.42,0.58,0.97
7,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount/4.csv",6885,0.97,0.0,0.0,0.03,0.43,0.57,0.97
9,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceAmount/5.csv",2179,0.97,0.0,0.0,0.03,0.37,0.63,0.97
11,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,InsuranceAmount/2.csv",15027,0.97,0.0,0.0,0.03,0.57,0.43,0.97
40,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount/3.csv",9778,0.97,0.0,0.0,0.03,0.44,0.56,0.97
43,"LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount/1.csv",18647,0.97,0.0,0.0,0.03,0.52,0.48,0.97
60,"DocumentCharge,EMI,ResidenceType/3.csv",7082,0.97,0.0,0.0,0.03,0.41,0.59,0.97
67,"DocumentCharge,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/1.csv",12537,0.97,0.0,0.0,0.03,0.48,0.52,0.97
70,ResidenceType/2.csv,9049,0.97,0.0,0.0,0.03,0.55,0.45,0.97
73,"loantype,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",13704,0.97,0.0,0.0,0.03,0.53,0.47,0.97
78,InsuranceAmount/2.csv,14063,0.97,0.0,0.0,0.03,0.56,0.44,0.97
79,InsuranceAmount/4.csv,2317,0.97,0.0,0.0,0.03,0.47,0.53,0.97
89,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,NoOfDependents/4.csv",7994,0.97,0.0,0.0,0.03,0.47,0.53,0.97
128,"loantype,LoanAmount,EMI,ResidenceType,NoOfDependents/4.csv",1947,0.97,0.0,0.0,0.03,0.41,0.59,0.97
147,"loantype,EMI,InterestRate,InsuranceAmount,RentAmount/2.csv",16349,0.97,0.0,0.0,0.03,0.53,0.47,0.97
162,"DocumentCharge,EMI,InsuranceRate,RentAmount,NoOfDependents/2.csv",7818,0.97,0.0,0.0,0.03,0.51,0.49,0.97
179,"DocumentCharge,ResidenceType/1.csv",21564,0.97,0.0,0.0,0.03,0.52,0.48,0.97
188,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,InsuranceAmount/1.csv",11299,0.97,0.0,0.0,0.03,0.45,0.55,0.97
200,"LoanAmount,DocumentCharge,EMI,ResidenceType,RentAmount,NoOfDependents/3.csv",9400,0.97,0.0,0.0,0.03,0.43,0.57,0.97
228,"LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,NoOfDependents/1.csv",14308,0.97,0.0,0.0,0.03,0.45,0.55,0.97
230,"EMI,InsuranceRate,RentAmount/3.csv",2756,0.97,0.0,0.0,0.03,0.65,0.35,0.97
255,"EMI,InterestRate,NoOfDependents/3.csv",4916,0.97,0.0,0.0,0.03,0.52,0.48,0.97
257,"EMI,InterestRate,NoOfDependents/4.csv",2623,0.97,0.0,0.0,0.03,0.48,0.52,0.97
268,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",10407,0.97,0.0,0.0,0.03,0.45,0.55,0.97
271,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
273,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
278,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount/1.csv",12295,0.97,0.0,0.0,0.03,0.48,0.52,0.97
279,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount/5.csv",3202,0.97,0.0,0.0,0.03,0.37,0.63,0.97
283,"EMI,InterestRate,ResidenceType,RentAmount,NoOfDependents/1.csv",15173,0.97,0.0,0.0,0.03,0.48,0.52,0.97
315,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType/2.csv",13704,0.97,0.0,0.0,0.03,0.53,0.47,0.97
317,"loantype,LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType/1.csv",10407,0.97,0.0,0.0,0.03,0.45,0.55,0.97
333,"loantype,InterestRate,InsuranceRate/5.csv",6573,0.97,0.0,0.0,0.03,0.53,0.47,0.97
390,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
392,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,ResidenceType,RentAmount/3.csv",8561,0.97,0.0,0.0,0.03,0.55,0.45,0.97
422,"LoanAmount,EMI,InterestRate,ResidenceType,NoOfDependents/3.csv",10003,0.97,0.0,0.0,0.03,0.45,0.55,0.97
444,"loantype,LoanAmount,EMI,InterestRate,ResidenceType/4.csv",8347,0.97,0.0,0.0,0.03,0.45,0.55,0.97
457,"LoanAmount,DocumentCharge,EMI,ResidenceType/3.csv",9400,0.97,0.0,0.0,0.03,0.43,0.57,0.97
460,"LoanAmount,DocumentCharge,EMI,ResidenceType/1.csv",19025,0.97,0.0,0.0,0.03,0.52,0.48,0.97
488,"LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
490,"LoanAmount,DocumentCharge,EMI,InsuranceRate,ResidenceType,RentAmount/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
494,"loantype,InsuranceRate,InsuranceAmount/4.csv",963,0.97,0.0,0.0,0.03,0.44,0.56,0.97
497,"loantype,EMI,ResidenceType/3.csv",8561,0.97,0.0,0.0,0.03,0.55,0.45,0.97
498,"loantype,EMI,ResidenceType/2.csv",4570,0.97,0.0,0.0,0.03,0.45,0.55,0.97
500,"loantype,EMI,ResidenceType/1.csv",23855,0.97,0.0,0.0,0.03,0.5,0.5,0.97
507,"EMI,InterestRate,ResidenceType,RentAmount/3.csv",9088,0.97,0.0,0.0,0.03,0.55,0.45,0.97
510,"EMI,InterestRate,ResidenceType,RentAmount/1.csv",15173,0.97,0.0,0.0,0.03,0.48,0.52,0.97
516,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount/3.csv",11752,0.97,0.0,0.0,0.03,0.58,0.42,0.97
529,"loantype,DocumentCharge,EMI,InsuranceAmount,ResidenceType,RentAmount/1.csv",23855,0.97,0.0,0.0,0.03,0.5,0.5,0.97
537,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
539,"DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",14308,0.97,0.0,0.0,0.03,0.45,0.55,0.97
544,"loantype,LoanAmount,EMI,ResidenceType,RentAmount/1.csv",23855,0.97,0.0,0.0,0.03,0.5,0.5,0.97
547,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",13704,0.97,0.0,0.0,0.03,0.53,0.47,0.97
549,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType,RentAmount/1.csv",10407,0.97,0.0,0.0,0.03,0.45,0.55,0.97
566,"LoanAmount,DocumentCharge,EMI,ResidenceType,RentAmount/3.csv",9400,0.97,0.0,0.0,0.03,0.43,0.57,0.97
569,"LoanAmount,DocumentCharge,EMI,ResidenceType,RentAmount/1.csv",19025,0.97,0.0,0.0,0.03,0.52,0.48,0.97
583,"InterestRate,InsuranceRate,RentAmount/4.csv",2718,0.97,0.0,0.0,0.03,0.65,0.35,0.97
587,"DocumentCharge,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
606,InsuranceRate/3.csv,2756,0.97,0.0,0.0,0.03,0.65,0.35,0.97
608,InsuranceRate/4.csv,11925,0.97,0.0,0.0,0.03,0.53,0.47,0.97
640,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount/3.csv",4198,0.97,0.0,0.0,0.03,0.45,0.55,0.97
643,"loantype,LoanAmount,EMI,InsuranceRate,InsuranceAmount/1.csv",11299,0.97,0.0,0.0,0.03,0.45,0.55,0.97
645,"DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/3.csv",7462,0.97,0.0,0.0,0.03,0.42,0.58,0.97
648,"DocumentCharge,EMI,InterestRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",17747,0.97,0.0,0.0,0.03,0.52,0.48,0.97
652,"LoanAmount,EMI,InterestRate,NoOfDependents/4.csv",2525,0.97,0.0,0.0,0.03,0.47,0.53,0.97
654,"LoanAmount,EMI,InterestRate,NoOfDependents/5.csv",2064,0.97,0.0,0.0,0.03,0.34,0.66,0.97
658,"loantype,LoanAmount,ResidenceType,RentAmount/1.csv",17904,0.97,0.0,0.0,0.03,0.52,0.48,0.97
660,"loantype,DocumentCharge,EMI,NoOfDependents/3.csv",10007,0.97,0.0,0.0,0.03,0.49,0.51,0.97
666,"loantype,DocumentCharge,InsuranceRate/2.csv",8383,0.97,0.0,0.0,0.03,0.5,0.5,0.97
671,"loantype,DocumentCharge,InterestRate,InsuranceRate/2.csv",13329,0.97,0.0,0.0,0.03,0.56,0.44,0.97
674,"loantype,DocumentCharge,InterestRate,InsuranceRate/5.csv",9735,0.97,0.0,0.0,0.03,0.49,0.51,0.97
679,"loantype,EMI,InterestRate,InsuranceRate,NoOfDependents/5.csv",9737,0.97,0.0,0.0,0.03,0.49,0.51,0.97
681,"loantype,DocumentCharge,EMI,InsuranceAmount,RentAmount/2.csv",16046,0.97,0.0,0.0,0.03,0.57,0.43,0.97
701,"DocumentCharge,EMI,InsuranceRate/2.csv",7818,0.97,0.0,0.0,0.03,0.51,0.49,0.97
702,"DocumentCharge,EMI,InsuranceRate/4.csv",3483,0.97,0.0,0.0,0.03,0.41,0.59,0.97
704,"DocumentCharge,EMI,InsuranceRate/5.csv",4796,0.97,0.0,0.0,0.03,0.4,0.6,0.97
706,"LoanAmount,InterestRate/2.csv",12584,0.97,0.0,0.0,0.03,0.52,0.48,0.97
718,"LoanAmount,InterestRate,InsuranceRate,InsuranceAmount,RentAmount/1.csv",9679,0.97,0.0,0.0,0.03,0.47,0.53,0.97
720,"loantype,DocumentCharge,EMI/3.csv",6285,0.97,0.0,0.0,0.03,0.44,0.56,0.97
735,"EMI,InterestRate/3.csv",4916,0.97,0.0,0.0,0.03,0.52,0.48,0.97
736,"EMI,InterestRate/2.csv",12408,0.97,0.0,0.0,0.03,0.52,0.48,0.97
737,"EMI,InterestRate/4.csv",2623,0.97,0.0,0.0,0.03,0.48,0.52,0.97
738,"EMI,InterestRate/1.csv",12658,0.97,0.0,0.0,0.03,0.53,0.47,0.97
750,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,NoOfDependents/3.csv",6003,0.97,0.0,0.0,0.03,0.51,0.49,0.97
766,"LoanAmount,InsuranceRate,NoOfDependents/2.csv",6436,0.97,0.0,0.0,0.03,0.52,0.48,0.97
773,"loantype,DocumentCharge/1.csv",26701,0.97,0.0,0.0,0.03,0.53,0.47,0.97
785,"InsuranceRate,ResidenceType,RentAmount/3.csv",7947,0.97,0.0,0.0,0.03,0.56,0.44,0.97
801,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/2.csv",13704,0.97,0.0,0.0,0.03,0.53,0.47,0.97
803,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,ResidenceType/1.csv",10407,0.97,0.0,0.0,0.03,0.45,0.55,0.97
815,"LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
849,"LoanAmount,InsuranceAmount/3.csv",6106,0.97,0.0,0.0,0.03,0.47,0.53,0.97
850,"LoanAmount,InsuranceAmount/2.csv",14022,0.97,0.0,0.0,0.03,0.56,0.44,0.97
866,"loantype,EMI,InterestRate,NoOfDependents/4.csv",6524,0.97,0.0,0.0,0.03,0.5,0.5,0.97
877,"loantype,LoanAmount,EMI,InterestRate,InsuranceRate,ResidenceType/1.csv",10407,0.97,0.0,0.0,0.03,0.45,0.55,0.97
893,"LoanAmount,DocumentCharge,EMI,InsuranceAmount,RentAmount/5.csv",2984,0.97,0.0,0.0,0.03,0.37,0.63,0.97
913,"LoanAmount,EMI,InsuranceAmount,RentAmount,NoOfDependents/5.csv",2015,0.97,0.0,0.0,0.03,0.37,0.63,0.97
915,"LoanAmount,EMI,InsuranceRate,ResidenceType,RentAmount/2.csv",14380,0.97,0.0,0.0,0.03,0.53,0.47,0.97
922,"DocumentCharge,EMI,InsuranceRate,InsuranceAmount,ResidenceType,RentAmount/1.csv",14045,0.97,0.0,0.0,0.03,0.46,0.54,0.97
940,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/2.csv",15070,0.97,0.0,0.0,0.03,0.57,0.43,0.97
941,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/4.csv",7994,0.97,0.0,0.0,0.03,0.47,0.53,0.97
943,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/5.csv",4017,0.97,0.0,0.0,0.03,0.42,0.58,0.97
951,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/4.csv",3465,0.97,0.0,0.0,0.03,0.41,0.59,0.97
953,"LoanAmount,DocumentCharge,EMI,InterestRate,InsuranceRate,InsuranceAmount/5.csv",5783,0.97,0.0,0.0,0.03,0.42,0.58,0.97
957,"loantype,EMI,InsuranceRate,InsuranceAmount,ResidenceType/1.csv",10407,0.97,0.0,0.0,0.03,0.45,0.55,0.97
980,"LoanAmount,DocumentCharge,InsuranceRate/2.csv",14675,0.97,0.0,0.0,0.03,0.55,0.45,0.97
984,"LoanAmount,EMI,ResidenceType,RentAmount,NoOfDependents/3.csv",9106,0.97,0.0,0.0,0.03,0.44,0.56,0.97
989,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate/3.csv",6003,0.97,0.0,0.0,0.03,0.51,0.49,0.97
991,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate/4.csv",6386,0.97,0.0,0.0,0.03,0.41,0.59,0.97
993,"loantype,LoanAmount,DocumentCharge,EMI,InterestRate/5.csv",2068,0.97,0.0,0.0,0.03,0.4,0.6,0.97
1010,"loantype,LoanAmount,DocumentCharge,InterestRate,InsuranceRate,ResidenceType/2.csv",13704,0.97,0.0,0.0,0.03,0.53,0.47,0.97
1020,"loantype,DocumentCharge,EMI,InsuranceRate,InsuranceAmount,RentAmount,NoOfDependents/2.csv",16936,0.97,0.0,0.0,0.03,0.57,0.43,0.97
1038,"DocumentCharge,EMI,InterestRate,InsuranceAmount/5.csv",3257,0.97,0.0,0.0,0.03,0.37,0.63,0.97
1039,"InterestRate,InsuranceRate,ResidenceType,RentAmount/3.csv",7947,0.97,0.0,0.0,0.03,0.56,0.44,0.97
1047,"LoanAmount,EMI,InsuranceRate,RentAmount/1.csv",9845,0.97,0.0,0.0,0.03,0.47,0.53,0.97
1058,"LoanAmount,EMI,InterestRate,RentAmount,NoOfDependents/5.csv",3637,0.97,0.0,0.0,0.03,0.4,0.6,0.97
